Number,Exercise Name Technical,Exercise Name Translated,Type of exercise,Level,Purpose,Equipment,Stopwatch,Description,Related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Gluteal strengthening supine,Buttock lift,Strength,B,"Runners, walkers, hip weakness",Nil,2 minutes,"1) Lie on you back with you knees bent up and feet flat on the ground. 2) Find neutral spine* and activate you core*. 3) Draw your shoulder blades down the back of your ribcage. 3) Tighten your buttock muscles and lift your buttocks off the floor, still trying to maintain a contraction in the muscle, lower your buttocks back down. 4) Repeat 15 times and do 3 sets.  (*See related exercises)","401, 402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Single leg curl on Swiss Ball,Single leg curl on a Swiss Ball,Strength / Swiss Ball,A,"Runners, walkers, hip weakness",Swiss Ball,3 minutes,1) Lying on your back with your legs out straight and heels resting on a Swiss ball. 2) Slowly raise your hips up off the floor. 3) Lift your right leg off the swiss ball and lengthen your right leg to the ceiling and hold it there. 4) Push your left leg out straight pushing the swiss ball away and then bend it back in allowing the swiss ball to come back in towards you. 5) Repeat 6-8 times (less to start if need be). 6) Repeat other side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Single gluteal lift on Swiss Ball,Single buttock lift on Swiss Ball,Strength / Swiss Ball,A,"Runners, walkers, hip weakness",Swiss Ball,3 minutes,"1) Lying on your back with your hips and knees flexed and heels contacting a Swiss ball. 2) Lift your right leg off the swiss ball, lengthening it towards the ceiling and hold it there. 4) Keeping your left heel in contact with the Swiss ball, lift your hips up and squeeze your buttock muscles and then lower back down. 5) Repeat 6-8 times (less to start if need be). 6) Repeat other side.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Deep squat for hip flexibility,Deep squat for hip flexibility,Mobilisation,I,"Runners, walkers, most sports, pregnancy",,60 seconds,"1) Stand with your feet hip width apart. 2) Take a step out with each foot a bit further and turn your toes out slightly. 3) Using your arms to help balance you straight out in front, squat down slowly all the way (only continue if there is no pain in your pelvis, hips or knees). 4) Keep your feet flat, relax your arms to a comfortable position (you can put your elbows at your inner thighs to gently push your legs further apart if this is comfortable). 5) Hold this position for up to 60 seconds only if pain free.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Overlapping exercises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Prone alternating leg raise,Leg extension lying on a ball,Strength / Swiss ball,I,"Core weakness, lower back weakness",Swiss ball,90 seconds,"1) Lying on a Swiss ball with your abdomen on the ball with hands directly under shoulders, head in line with spine, toes contacting floor. 2) Activate core and stabilise through pelvis, trying not to let your lower back dip. 3) Breathe in and as you breathe out raise one leg, return down as you breathe in. 4) Repeat other side. 5) Repeat 6-8 times each side",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Prone opposite arm and leg raise,Opposite arm ad leg raise on a ball,Strength / Swiss ball,I,"Core weakness, lower back weakness",Swiss ball,90 seconds,"1) Lying on a Swiss ball with your abdomen on the ball with hands directly under shoulders, head in line with spine, toes contacting floor. 2) Activate core and stabilise through pelvis. 3) Breathe in and as you breathe out raise one leg and opposite arm simultaneously without arching your lower back. 4) Breathe out as you return and repeat the other side. 5) Repeat 6-8 times both sides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Clams - Gluteus medius,Hip abductor strength (glutes),Strength,B,Hip stabiliser weakness,Nil,2 minutes,"To strengthen your left side: 1) Lie on your right side with your hips and knees flexed so that your ankles are in line with your buttocks and all your joints are stacked (shoulder directly above shoulder and hip on hip - not rolling back or forth) 2) Rest your head in your right hand and rest your left arm where comfortable. 3) Activate your core, breathe in and as you breathe out lift your left knee but keeping your ankles contacting each other. 4) Breathe in as you lower your knee back down. 5) Breathe out and raise your knee again. 4) Repeat 8-10 times both sides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Quadratus lumborum,Lower back stretch,Stretch,I,"Lower back pain / stiffness, rib pain",Nil,30 seconds,"To stretch your left side: 1) Sit on the ground with your right leg out straight and your left leg bent in. 2) Twist your upper body so you are completely facing your bent left knee, hold onto the left knee with your right hand. 3) Reach your left arm up over your head towards your straight leg remembering to keep your body facing the bent knee. 4) You should feel a deep stretch in the left side of your lower back. 5) Hold the stretch for 20-30 seconds and with every breath as you breathe out try to reach a little further and increase the stretch. 6) Repeat the above steps for the other side.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Latissimus dorsi (ball),Side and back torso stretch on ball,Stretch / Swiss ball,I,Upper back tightness / strain,Swiss Ball,30 seconds,"1) Start by sitting on a Swiss ball 2) Activate your core* and find neutral spine*, draw your shoulders down the back of your ribcage. 3) Reach your left arm over the top of your head and with your other hand hold onto your left wrist to increase the stretch by pulling over to the right. 4) You should feel the stretch up the side of your ribcage. 5) Hold for 20-30 seconds then bring the arm across the front of the body pulling your wrist again and you will feel it further into your back - hold again for 20-30 seconds and repeat twice each side.  (*See 'neutral spine and core' under programs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Quadratus lumborum (ball),Lower back stretch on ball,Stretch / Swiss ball,I,Lower back pain / stiffness,Swiss Ball,30 seconds,"1) Start by sitting on a Swiss ball 2) Activate your core* and find neutral spine*, draw your shoulders down the back of your ribcage. 3) Reach your left arm over the top of your head and with your other hand hold onto your left wrist to increase the stretch by pulling over to the right. 4) At the same time using your hips on the ball push to the right - creating a banana like shape - you should feel the stretch in the side of you lower back. 5) Hold for 20-30 seconds and repeat twice each side.  (*See 'neutral spine and core' under programs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Hamstring stretch,Hamstring (back of thigh) stretch using foam roller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,ITB stretch (ilio-tibial band),ITB (outer thigh) stretch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Single leg squat ,Single leg squat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Step ups ,Step ups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319a,Step ups advanced,Steps ups advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Quadriceps lying down,Quads (front thigh muscles) strengthening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Beach walking,Beach walking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,ITB stretch (ilio-tibial band),ITB (outer thigh) stretch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,One leg circles - pilates,Leg circles lying on your back with bent knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416a,One leg circles with straight legs - pilates,Leg circles lying on your back with straight leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Hip rolls (advanced) - pilates,Hip rolls side to side (advanced),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373a,Neural stretch hip,Neural stretch hip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Psoas stretch (hip flexor),Hip flexor stretch,Stretch,B,"Hip tightness, lower back pain",,30 seconds,"To stretch your right psoas (hip flexor): 1) Kneel down on the ground placing a pillow under your right knee if required and lunge your left leg out in front so that your knee is at a right angle (hold onto a chair for support if needed). 2) Keep your back in neutral spine (slight curve or concavity in your lower back) and keep your hips facing forward. 3) Lunge forward on your back leg, tucking your tailbone under (curling your pubic bone up towards the ceiling), you should feel a stretch up the front of your back leg (right). 4) Make sure your knee does not come over your ankle when you lunge forward. 5) Hold for 20-30 seconds and repeat twice each side.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Piriformis stretch supine (deep buttock),Deep buttock stretch lying down,Stretch,I,"Hip tightness, lower back pain",Nil,30 seconds,To stretch the right piriformis: 1) Lie flat on your back with both knees bent up 2) Cross your right leg over your left leg so that your ankle is resting on your left thigh. 3) Reach your left arm around your left leg and your right arm through your right leg so that you interlace your hands around your left leg.  4) Pull your left leg up towards your chest until you feel a stretch in your right buttock and up the back of your thigh (try to keep your tailbone down on the floor - you will feel the stretch sooner than if you allow your tailbone to lift off the floor). 5) Hold for 20-30 seconds and repeat twice each side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Piriformis stretch seated (deep buttock),Deep buttock stretch seated,Stretch,B,"Hip tightness, lower back pain",,30 seconds,To stretch the left piriformis: 1) Sit towards the edge of a stable chair with both feet flat on the ground and knees at 90 degrees. 2) Cross your left leg over the other leg so that your ankle is resting on your right thigh. 3) Keep your back in neutral spine (slight curve or concavity in your lower back) and bend forward from your pelvis (not your lower back). 4) You should feel a stretch through your left buttock and up the back of the thigh. 5) Hold for 20-30 seconds and repeat twice each side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
